notice_id_a,notice_id_b,label,true_similarity,retrieved,candidate_count,similarity_bin
N000723,N009281,different,0.11050102951269733,False,11,"[0.1, 0.2)"
N000259,N003124,different,0.222318339100346,False,4,"[0.2, 0.3)"
N002544,N002792,different,0.4007220216606498,True,421,"[0.4, 0.5)"
N002931,N008664,different,0.24193548387096775,False,2,"[0.2, 0.3)"
N000990,N002132,different,0.33753148614609574,False,3,"[0.3, 0.4)"
N005946,N007449,different,0.13595166163141995,False,6,"[0.1, 0.2)"
N004307,N010960,different,0.19797525309336333,False,1,"[0.1, 0.2)"
N005835,N008645,different,0.4312306101344364,False,188,"[0.4, 0.5)"
N001422,N004687,different,0.2548476454293629,False,0,"[0.2, 0.3)"
N007233,N007728,different,0.08155767817781043,False,274,"[0.0, 0.1)"
N009592,N009782,different,0.22788461538461538,False,0,"[0.2, 0.3)"
N011533,N011534,same,0.5591748099891423,False,71,"[0.5, 0.6)"
N005300,N005301,same,0.9428223844282239,True,197,"[0.9, 1.01)"
N005855,N007938,different,0.18828828828828828,False,0,"[0.1, 0.2)"
N007921,N007922,same,0.5573770491803278,False,0,"[0.5, 0.6)"
N001521,N006976,different,0.33203125,False,157,"[0.3, 0.4)"
N000725,N008406,different,0.3575510204081633,False,7,"[0.3, 0.4)"
N004174,N006820,different,0.19601040763226366,False,3,"[0.1, 0.2)"
N000607,N004665,different,0.2,False,2,"[0.2, 0.3)"
N003228,N006079,different,0.20043336944745396,False,0,"[0.2, 0.3)"
N010506,N010507,same,0.5483490566037735,False,1,"[0.5, 0.6)"
N010699,N010700,same,0.5982532751091703,False,4,"[0.5, 0.6)"
N001185,N004181,different,0.28066914498141265,False,3,"[0.2, 0.3)"
N005027,N005028,same,0.9584055459272097,True,1,"[0.9, 1.01)"
N001758,N009092,different,0.15267175572519084,False,1,"[0.1, 0.2)"
N002928,N003582,different,0.09480337078651685,False,21,"[0.0, 0.1)"
N003050,N008741,different,0.40222428174235403,False,80,"[0.4, 0.5)"
N004158,N011487,different,0.18819599109131402,False,6,"[0.1, 0.2)"
N000139,N007621,different,0.18622174381054898,False,2,"[0.1, 0.2)"
N007036,N007038,same,0.3448275862068966,False,2,"[0.3, 0.4)"
N002201,N002648,different,0.18155339805825244,False,5,"[0.1, 0.2)"
N000003,N000843,different,0.4120734908136483,False,21,"[0.4, 0.5)"
N007190,N008966,different,0.21651785714285715,False,3,"[0.2, 0.3)"
N010033,N010034,same,0.96,True,1,"[0.9, 1.01)"
N005989,N005990,same,0.6045548654244306,True,143,"[0.6, 0.7)"
N002242,N004023,different,0.19494584837545126,False,1,"[0.1, 0.2)"
N000443,N004578,different,0.07654836464857341,False,84,"[0.0, 0.1)"
N005743,N005744,same,0.39167556029882605,False,372,"[0.3, 0.4)"
N003903,N006662,different,0.10835214446952596,False,1,"[0.1, 0.2)"
N011033,N011036,same,0.5548172757475083,False,210,"[0.5, 0.6)"
N006643,N006644,same,0.3488372093023256,False,23,"[0.3, 0.4)"
N003720,N006775,different,0.2016348773841962,False,0,"[0.2, 0.3)"
N003418,N007053,different,0.1809672386895476,False,1,"[0.1, 0.2)"
N003804,N005139,different,0.10762711864406779,False,190,"[0.1, 0.2)"
N002540,N007668,different,0.10278207109737249,False,12,"[0.1, 0.2)"
N008366,N008369,same,0.948905109489051,True,7,"[0.9, 1.01)"
N010742,N010743,same,0.5395858708891595,False,0,"[0.5, 0.6)"
N004746,N004760,different,0.22432859399684044,False,0,"[0.2, 0.3)"
N007368,N009303,different,0.33364928909952607,False,2,"[0.3, 0.4)"
N007396,N007397,same,0.9565217391304348,True,1,"[0.9, 1.01)"
N001143,N009969,different,0.3008356545961003,False,22,"[0.3, 0.4)"
N002468,N002469,same,0.9312762973352033,True,2,"[0.9, 1.01)"
N007220,N011663,different,0.1592,False,8,"[0.1, 0.2)"
N005926,N007181,different,0.1943866943866944,False,4,"[0.1, 0.2)"
N003437,N005168,different,0.07663690476190477,False,15,"[0.0, 0.1)"
N000355,N000372,different,0.13410483321987746,False,2,"[0.1, 0.2)"
N010682,N010683,same,0.9433249370277078,True,2,"[0.9, 1.01)"
N004567,N008956,different,0.22664015904572565,False,1,"[0.2, 0.3)"
N008093,N008094,same,0.4348404255319149,False,3,"[0.4, 0.5)"
N004447,N004449,same,0.3826429980276134,True,2,"[0.3, 0.4)"
N001475,N004007,different,0.13515115589804386,False,0,"[0.1, 0.2)"
N001138,N009030,different,0.11360123647604328,False,91,"[0.1, 0.2)"
N004140,N010723,different,0.3452685421994885,False,2,"[0.3, 0.4)"
N007477,N007828,different,0.37761069340016706,False,60,"[0.3, 0.4)"
N008284,N009896,different,0.1698880976602238,False,1,"[0.1, 0.2)"
N006759,N008551,different,0.14442700156985872,False,0,"[0.1, 0.2)"
N004856,N010634,different,0.35525260625501204,False,20,"[0.3, 0.4)"
N003022,N010880,different,0.11528150134048257,False,2,"[0.1, 0.2)"
N001271,N001372,different,0.18921892189218922,False,5,"[0.1, 0.2)"
N002952,N006725,different,0.21734985700667303,False,5,"[0.2, 0.3)"
N009630,N010560,different,0.3105175292153589,False,13,"[0.3, 0.4)"
N002342,N008733,different,0.1269276393831554,False,2,"[0.1, 0.2)"
N002631,N007528,different,0.14962962962962964,False,0,"[0.1, 0.2)"
N002957,N003701,different,0.1425959780621572,False,247,"[0.1, 0.2)"
N011515,N011516,same,0.4614499424626007,False,1,"[0.4, 0.5)"
N004013,N005436,different,0.10759493670886076,False,16,"[0.1, 0.2)"
N010144,N010145,same,0.9516129032258065,True,2,"[0.9, 1.01)"
N004509,N004511,same,0.7272727272727273,True,2,"[0.7, 0.8)"
N003868,N011674,different,0.22031823745410037,False,0,"[0.2, 0.3)"
N008357,N009838,different,0.1836734693877551,False,1,"[0.1, 0.2)"
N005241,N005242,same,0.9253996447602132,True,3,"[0.9, 1.01)"
N008230,N009234,different,0.08959537572254335,False,232,"[0.0, 0.1)"
N000666,N000923,different,0.08404009252120277,False,93,"[0.0, 0.1)"
N003267,N005780,different,0.20893970893970895,False,3,"[0.2, 0.3)"
N001044,N001720,different,0.12089447938504543,False,192,"[0.1, 0.2)"
N011522,N011523,same,0.6583229036295369,False,3,"[0.6, 0.7)"
N009330,N010526,different,0.21287642782969884,False,0,"[0.2, 0.3)"
N003319,N008808,different,0.3795379537953795,True,49,"[0.3, 0.4)"
N006178,N006182,same,0.4117647058823529,False,30,"[0.4, 0.5)"
N002814,N005953,different,0.18030513176144244,False,1,"[0.1, 0.2)"
N007615,N007616,same,0.7354211663066955,True,1,"[0.7, 0.8)"
N007876,N007877,same,0.4744094488188976,False,18,"[0.4, 0.5)"
N004729,N004730,same,0.5521936459909228,False,21,"[0.5, 0.6)"
N005862,N006116,different,0.4254843517138599,False,33,"[0.4, 0.5)"
N000562,N005787,different,0.09746109746109746,False,178,"[0.0, 0.1)"
N007575,N009140,different,0.08051529790660225,False,21,"[0.0, 0.1)"
N011000,N011001,same,0.3132387706855792,False,1,"[0.3, 0.4)"
N006167,N009175,different,0.2102510460251046,False,0,"[0.2, 0.3)"
N004662,N009916,different,0.12998405103668262,False,94,"[0.1, 0.2)"
N010431,N010432,same,0.9476268412438625,True,2,"[0.9, 1.01)"
N001509,N001510,same,0.6245210727969349,False,2,"[0.6, 0.7)"
N000737,N002287,different,0.17568850902184235,False,0,"[0.1, 0.2)"
N001764,N001765,same,0.59366391184573,True,2,"[0.5, 0.6)"
N004877,N006275,different,0.23365300784655624,False,3,"[0.2, 0.3)"
N002351,N006165,different,0.30455868089233756,False,5,"[0.3, 0.4)"
N009140,N009547,different,0.3684603886397608,False,21,"[0.3, 0.4)"
N007104,N007105,same,0.950920245398773,True,1,"[0.9, 1.01)"
N000463,N000465,same,0.7262443438914027,True,23,"[0.7, 0.8)"
N001124,N011201,different,0.19257773319959878,False,2,"[0.1, 0.2)"
N004151,N010614,different,0.439453125,False,166,"[0.4, 0.5)"
N003957,N007645,different,0.18926553672316385,False,1,"[0.1, 0.2)"
N003941,N009735,different,0.12159329140461216,False,26,"[0.1, 0.2)"
N000647,N008088,different,0.08688656476267095,False,2,"[0.0, 0.1)"
N002017,N005475,different,0.35968992248062015,False,35,"[0.3, 0.4)"
N000323,N006510,different,0.22588235294117648,False,5,"[0.2, 0.3)"
N008539,N008542,same,0.38309549945115257,False,320,"[0.3, 0.4)"
N002578,N006004,different,0.42630597014925375,False,13,"[0.4, 0.5)"
N001918,N002086,different,0.14129810453762207,False,159,"[0.1, 0.2)"
N002507,N002508,same,0.930939226519337,True,1,"[0.9, 1.01)"
N001934,N011090,different,0.301464254952627,False,11,"[0.3, 0.4)"
N004269,N011588,different,0.21052631578947367,False,0,"[0.2, 0.3)"
N005629,N006728,different,0.13030116779348494,False,7,"[0.1, 0.2)"
N008009,N008010,same,0.3681434599156118,False,4,"[0.3, 0.4)"
N009840,N009841,same,0.39457831325301207,False,0,"[0.3, 0.4)"
