notice_id_a,notice_id_b,label,exact_jaccard,minhash_jaccard,absolute_error
N002931,N008664,different,0.24193548387096775,0.23958333333333334,0.0023521505376344065
N000990,N002132,different,0.33753148614609574,0.3307291666666667,0.006802319479429053
N005946,N007449,different,0.13595166163141995,0.10677083333333333,0.029180828298086617
N004307,N010960,different,0.19797525309336333,0.19010416666666666,0.007871086426696677
N005835,N008645,different,0.4312306101344364,0.4479166666666667,0.016686056532230265
N001422,N004687,different,0.2548476454293629,0.28125,0.02640235457063711
N007233,N007728,different,0.08155767817781043,0.07291666666666667,0.008641011511143756
N009592,N009782,different,0.22788461538461538,0.23177083333333334,0.0038862179487179627
N011533,N011534,same,0.5591748099891423,0.59375,0.03457519001085774
N005300,N005301,same,0.9428223844282239,0.9375,0.005322384428223859
N005855,N007938,different,0.18828828828828828,0.1796875,0.00860078828828828
N007921,N007922,same,0.5573770491803278,0.5130208333333334,0.04435621584699445
N001521,N006976,different,0.33203125,0.3463541666666667,0.014322916666666685
N000725,N008406,different,0.3575510204081633,0.3671875,0.009636479591836722
N004174,N006820,different,0.19601040763226366,0.23697916666666666,0.040968759034403
N000607,N004665,different,0.2,0.21354166666666666,0.013541666666666646
N003228,N006079,different,0.20043336944745396,0.20572916666666666,0.0052957972192126945
N010506,N010507,same,0.5483490566037735,0.5572916666666666,0.008942610062893097
N010699,N010700,same,0.5982532751091703,0.5963541666666666,0.0018991084425036275
N001185,N004181,different,0.28066914498141265,0.2916666666666667,0.01099752168525403
N005027,N005028,same,0.9584055459272097,0.9739583333333334,0.015552787406123647
N001758,N009092,different,0.15267175572519084,0.18489583333333334,0.0322240776081425
N002928,N003582,different,0.09480337078651685,0.10677083333333333,0.01196746254681648
N003050,N008741,different,0.40222428174235403,0.40625,0.004025718257645972
N004158,N011487,different,0.18819599109131402,0.17447916666666666,0.013716824424647361
N000139,N007621,different,0.18622174381054898,0.20833333333333334,0.02211158952278436
N007036,N007038,same,0.3448275862068966,0.3776041666666667,0.03277658045977011
N002201,N002648,different,0.18155339805825244,0.15885416666666666,0.022699231391585778
N000003,N000843,different,0.4120734908136483,0.3958333333333333,0.016240157480314987
N007190,N008966,different,0.21651785714285715,0.23958333333333334,0.023065476190476192
N010033,N010034,same,0.96,0.9505208333333334,0.009479166666666594
N005989,N005990,same,0.6045548654244306,0.6171875,0.012632634575569401
N002242,N004023,different,0.19494584837545126,0.1796875,0.015258348375451258
N000443,N004578,different,0.07654836464857341,0.07291666666666667,0.0036316979819067396
N005743,N005744,same,0.39167556029882605,0.3619791666666667,0.029696393632159368
N003903,N006662,different,0.10835214446952596,0.10677083333333333,0.0015813111361926285
N011033,N011036,same,0.5548172757475083,0.5859375,0.031120224252491724
N006643,N006644,same,0.3488372093023256,0.3177083333333333,0.031128875968992276
N003720,N006775,different,0.2016348773841962,0.1953125,0.006322377384196193
N003418,N007053,different,0.1809672386895476,0.18489583333333334,0.003928594643785754
N003804,N005139,different,0.10762711864406779,0.1015625,0.006064618644067793
N002540,N007668,different,0.10278207109737249,0.09895833333333333,0.003823737764039159
N008366,N008369,same,0.948905109489051,0.9453125,0.0035926094890510463
N010742,N010743,same,0.5395858708891595,0.5442708333333334,0.004684962444173824
N004746,N004760,different,0.22432859399684044,0.24479166666666666,0.02046307266982622
N007368,N009303,different,0.33364928909952607,0.3203125,0.01333678909952607
N007396,N007397,same,0.9565217391304348,0.953125,0.0033967391304348116
N001143,N009969,different,0.3008356545961003,0.2864583333333333,0.014377321262766973
N002468,N002469,same,0.9312762973352033,0.9505208333333334,0.01924453599813003
N007220,N011663,different,0.1592,0.15364583333333334,0.005554166666666666
N005926,N007181,different,0.1943866943866944,0.19791666666666666,0.00352997227997226
N003437,N005168,different,0.07663690476190477,0.0625,0.014136904761904767
N000355,N000372,different,0.13410483321987746,0.12239583333333333,0.011708999886544127
N010682,N010683,same,0.9433249370277078,0.9296875,0.01363743702770781
N004567,N008956,different,0.22664015904572565,0.265625,0.03898484095427435
N008093,N008094,same,0.4348404255319149,0.4036458333333333,0.03119459219858156
N004447,N004449,same,0.3826429980276134,0.4166666666666667,0.03402366863905326
N001475,N004007,different,0.13515115589804386,0.109375,0.025776155898043857
N001138,N009030,different,0.11360123647604328,0.11197916666666667,0.0016220698093766112
N004140,N010723,different,0.3452685421994885,0.3776041666666667,0.03233562446717819
N007477,N007828,different,0.37761069340016706,0.3697916666666667,0.007819026733500378
N008284,N009896,different,0.1698880976602238,0.17708333333333334,0.007195235673109535
N006759,N008551,different,0.14442700156985872,0.14583333333333334,0.0014063317634746275
N004856,N010634,different,0.35525260625501204,0.359375,0.004122393744987962
N003022,N010880,different,0.11528150134048257,0.08333333333333333,0.03194816800714924
N001271,N001372,different,0.18921892189218922,0.20052083333333334,0.011301911441144119
N002952,N006725,different,0.21734985700667303,0.1796875,0.03766235700667303
N009630,N010560,different,0.3105175292153589,0.3515625,0.04104497078464109
N002342,N008733,different,0.1269276393831554,0.13541666666666666,0.008489027283511252
N002631,N007528,different,0.14962962962962964,0.17447916666666666,0.024849537037037017
N002957,N003701,different,0.1425959780621572,0.10677083333333333,0.03582514472882388
N011515,N011516,same,0.4614499424626007,0.4557291666666667,0.005720775795933997
N004013,N005436,different,0.10759493670886076,0.109375,0.0017800632911392361
N010144,N010145,same,0.9516129032258065,0.9583333333333334,0.006720430107526876
N004509,N004511,same,0.7272727272727273,0.71875,0.008522727272727293
N003868,N011674,different,0.22031823745410037,0.203125,0.01719323745410037
N008357,N009838,different,0.1836734693877551,0.20572916666666666,0.022055697278911546
N005241,N005242,same,0.9253996447602132,0.9244791666666666,0.0009204780935465617
N008230,N009234,different,0.08959537572254335,0.06770833333333333,0.02188704238921002
N000666,N000923,different,0.08404009252120277,0.08072916666666667,0.003310925854536101
N003267,N005780,different,0.20893970893970895,0.22135416666666666,0.012414457726957706
N001044,N001720,different,0.12089447938504543,0.12760416666666666,0.006709687281621232
N011522,N011523,same,0.6583229036295369,0.6223958333333334,0.03592707029620357
N009330,N010526,different,0.21287642782969884,0.171875,0.041001427829698844
N003319,N008808,different,0.3795379537953795,0.4322916666666667,0.05275371287128716
N006178,N006182,same,0.4117647058823529,0.421875,0.010110294117647078
N002814,N005953,different,0.18030513176144244,0.1953125,0.015007368238557556
N007615,N007616,same,0.7354211663066955,0.7239583333333334,0.011462832973362147
N007876,N007877,same,0.4744094488188976,0.4427083333333333,0.03170111548556431
N004729,N004730,same,0.5521936459909228,0.5182291666666666,0.03396447932425617
N005862,N006116,different,0.4254843517138599,0.390625,0.0348593517138599
N000562,N005787,different,0.09746109746109746,0.12239583333333333,0.024934735872235866
N007575,N009140,different,0.08051529790660225,0.07552083333333333,0.0049944645732689225
N011000,N011001,same,0.3132387706855792,0.34375,0.030511229314420796
N006167,N009175,different,0.2102510460251046,0.20833333333333334,0.0019177126917712672
N004662,N009916,different,0.12998405103668262,0.13802083333333334,0.008036782296650724
N010431,N010432,same,0.9476268412438625,0.9557291666666666,0.00810232542280409
N001509,N001510,same,0.6245210727969349,0.6197916666666666,0.004729406130268288
N000737,N002287,different,0.17568850902184235,0.16666666666666666,0.009021842355175697
N001764,N001765,same,0.59366391184573,0.5885416666666666,0.005122245179063345
N004877,N006275,different,0.23365300784655624,0.23958333333333334,0.005930325486777105
N002351,N006165,different,0.30455868089233756,0.296875,0.007683680892337563
N009140,N009547,different,0.3684603886397608,0.375,0.0065396113602391726
N007104,N007105,same,0.950920245398773,0.9583333333333334,0.007413087934560414
N000463,N000465,same,0.7262443438914027,0.7213541666666666,0.004890177224736059
N001124,N011201,different,0.19257773319959878,0.1953125,0.002734766800401217
N004151,N010614,different,0.439453125,0.4427083333333333,0.003255208333333315
N003957,N007645,different,0.18926553672316385,0.18229166666666666,0.006973870056497189
N003941,N009735,different,0.12159329140461216,0.13020833333333334,0.008615041928721187
N000647,N008088,different,0.08688656476267095,0.0703125,0.016574064762670954
N002017,N005475,different,0.35968992248062015,0.3645833333333333,0.004893410852713165
N000323,N006510,different,0.22588235294117648,0.2421875,0.01630514705882352
N008539,N008542,same,0.38309549945115257,0.4296875,0.046592000548847434
N002578,N006004,different,0.42630597014925375,0.4453125,0.019006529850746245
N001918,N002086,different,0.14129810453762207,0.13802083333333334,0.003277271204288723
N002507,N002508,same,0.930939226519337,0.9479166666666666,0.016977440147329603
N001934,N011090,different,0.301464254952627,0.3229166666666667,0.021452411714039665
N004269,N011588,different,0.21052631578947367,0.234375,0.023848684210526327
N005629,N006728,different,0.13030116779348494,0.12760416666666666,0.0026970011268182825
N008009,N008010,same,0.3681434599156118,0.3333333333333333,0.0348101265822785
N009840,N009841,same,0.39457831325301207,0.3671875,0.02739081325301207
